,Unnamed: 0,날짜,지역,누적확진,사망자,누적 격리해제,총 검사자,지역별인구수
0,0,20200217,서울,14,0,3,8718,9733655
1,1,20200217,부산,0,0,0,8718,3409932
2,2,20200217,대구,0,0,0,8718,2433568
3,3,20200217,인천,1,0,1,8718,2952689
4,4,20200217,광주,2,0,0,8718,1455705
5,5,20200217,대전,0,0,0,8718,1471858
6,6,20200217,울산,0,0,0,8718,1144563
7,7,20200217,세종,0,0,0,8718,344792
8,8,20200217,경기,11,0,4,8718,13288975
9,9,20200217,강원,0,0,0,8718,1538577
10,10,20200217,충북,0,0,0,8718,1597639
11,11,20200217,충남,0,0,0,8718,2119749
12,12,20200217,전북,1,0,1,8718,1812936
13,13,20200217,전남,1,0,1,8718,1859290
14,14,20200217,경북,0,0,0,8718,2653418
15,15,20200217,경남,0,0,0,8718,3355341
16,16,20200217,제주,0,0,0,8718,670508
18,18,20200218,서울,14,0,3,9773,9733655
19,19,20200218,부산,0,0,0,9773,3409932
20,20,20200218,대구,1,0,0,9773,2433568
21,21,20200218,인천,1,0,1,9773,2952689
22,22,20200218,광주,2,0,0,9773,1455705
23,23,20200218,대전,0,0,0,9773,1471858
24,24,20200218,울산,0,0,0,9773,1144563
25,25,20200218,세종,0,0,0,9773,344792
26,26,20200218,경기,12,0,6,9773,13288975
27,27,20200218,강원,0,0,0,9773,1538577
28,28,20200218,충북,0,0,0,9773,1597639
29,29,20200218,충남,0,0,0,9773,2119749
30,30,20200218,전북,1,0,1,9773,1812936
31,31,20200218,전남,1,0,1,9773,1859290
32,32,20200218,경북,0,0,0,9773,2653418
33,33,20200218,경남,0,0,0,9773,3355341
34,34,20200218,제주,0,0,0,9773,670508
36,36,20200219,서울,16,0,5,11188,9733655
37,37,20200219,부산,0,0,0,11188,3409932
38,38,20200219,대구,28,0,0,11188,2433568
39,39,20200219,인천,1,0,1,11188,2952689
40,40,20200219,광주,2,0,2,11188,1455705
41,41,20200219,대전,0,0,0,11188,1471858
42,42,20200219,울산,0,0,0,11188,1144563
43,43,20200219,세종,0,0,0,11188,344792
44,44,20200219,경기,12,0,6,11188,13288975
45,45,20200219,강원,0,0,0,11188,1538577
46,46,20200219,충북,0,0,0,11188,1597639
47,47,20200219,충남,0,0,0,11188,2119749
48,48,20200219,전북,1,0,1,11188,1812936
49,49,20200219,전남,1,0,1,11188,1859290
50,50,20200219,경북,5,0,0,11188,2653418
51,51,20200219,경남,0,0,0,11188,3355341
52,52,20200219,제주,0,0,0,11188,670508
54,54,20200220,서울,16,0,5,13180,9733655
55,55,20200220,부산,0,0,0,13180,3409932
56,56,20200220,대구,40,0,0,13180,2433568
57,57,20200220,인천,1,0,1,13180,2952689
58,58,20200220,광주,2,0,2,13180,1455705
59,59,20200220,대전,0,0,0,13180,1471858
60,60,20200220,울산,0,0,0,13180,1144563
61,61,20200220,세종,0,0,0,13180,344792
62,62,20200220,경기,12,0,6,13180,13288975
63,63,20200220,강원,0,0,0,13180,1538577
64,64,20200220,충북,0,0,0,13180,1597639
65,65,20200220,충남,0,0,0,13180,2119749
66,66,20200220,전북,1,0,1,13180,1812936
67,67,20200220,전남,1,0,1,13180,1859290
68,68,20200220,경북,9,1,0,13180,2653418
69,69,20200220,경남,0,0,0,13180,3355341
70,70,20200220,제주,0,0,0,13180,670508
72,72,20200221,서울,21,0,6,16352,9733655
73,73,20200221,부산,0,0,0,16352,3409932
74,74,20200221,대구,84,0,0,16352,2433568
75,75,20200221,인천,1,0,1,16352,2952689
76,76,20200221,광주,3,0,2,16352,1455705
77,77,20200221,대전,0,0,0,16352,1471858
78,78,20200221,울산,0,0,0,16352,1144563
79,79,20200221,세종,0,0,0,16352,344792
80,80,20200221,경기,13,0,6,16352,13288975
81,81,20200221,강원,0,0,0,16352,1538577
82,82,20200221,충북,1,0,0,16352,1597639
83,83,20200221,충남,1,0,0,16352,2119749
84,84,20200221,전북,2,0,1,16352,1812936
85,85,20200221,전남,1,0,1,16352,1859290
86,86,20200221,경북,26,1,0,16352,2653418
87,87,20200221,경남,2,0,0,16352,3355341
88,88,20200221,제주,1,0,0,16352,670508
90,90,20200222,서울,23,0,6,21499,9733655
91,91,20200222,부산,2,0,0,21499,3409932
92,92,20200222,대구,151,1,0,21499,2433568
93,93,20200222,인천,1,0,1,21499,2952689
94,94,20200222,광주,6,0,2,21499,1455705
95,95,20200222,대전,1,0,0,21499,1471858
96,96,20200222,울산,0,0,0,21499,1144563
97,97,20200222,세종,1,0,0,21499,344792
98,98,20200222,경기,15,0,7,21499,13288975
99,99,20200222,강원,0,0,0,21499,1538577
100,100,20200222,충북,3,0,0,21499,1597639
101,101,20200222,충남,1,0,0,21499,2119749
102,102,20200222,전북,3,0,1,21499,1812936
103,103,20200222,전남,1,0,1,21499,1859290
104,104,20200222,경북,132,1,0,21499,2653418
105,105,20200222,경남,4,0,0,21499,3355341
106,106,20200222,제주,2,0,0,21499,670508
108,108,20200223,서울,26,0,6,22633,9733655
109,109,20200223,부산,9,0,0,22633,3409932
110,110,20200223,대구,287,2,0,22633,2433568
111,111,20200223,인천,2,0,1,22633,2952689
112,112,20200223,광주,7,0,2,22633,1455705
113,113,20200223,대전,2,0,0,22633,1471858
114,114,20200223,울산,1,0,0,22633,1144563
115,115,20200223,세종,1,0,0,22633,344792
116,116,20200223,경기,23,0,7,22633,13288975
117,117,20200223,강원,6,0,0,22633,1538577
118,118,20200223,충북,3,0,0,22633,1597639
119,119,20200223,충남,1,0,0,22633,2119749
120,120,20200223,전북,3,0,1,22633,1812936
121,121,20200223,전남,1,0,1,22633,1859290
122,122,20200223,경북,171,3,0,22633,2653418
123,123,20200223,경남,11,0,0,22633,3355341
124,124,20200223,제주,2,0,0,22633,670508
126,126,20200224,서울,30,0,8,32686,9733655
127,127,20200224,부산,17,0,0,32686,3409932
128,128,20200224,대구,439,2,0,32686,2433568
129,129,20200224,인천,2,0,1,32686,2952689
130,130,20200224,광주,9,0,2,32686,1455705
131,131,20200224,대전,3,0,0,32686,1471858
132,132,20200224,울산,1,0,0,32686,1144563
133,133,20200224,세종,1,0,0,32686,344792
134,134,20200224,경기,35,0,9,32686,13288975
135,135,20200224,강원,6,0,0,32686,1538577
136,136,20200224,충북,3,0,0,32686,1597639
137,137,20200224,충남,1,0,0,32686,2119749
138,138,20200224,전북,3,0,1,32686,1812936
139,139,20200224,전남,1,0,1,32686,1859290
140,140,20200224,경북,190,5,0,32686,2653418
141,141,20200224,경남,20,0,0,32686,3355341
142,142,20200224,제주,2,0,0,32686,670508
144,144,20200225,서울,37,0,8,36716,9733655
145,145,20200225,부산,35,0,0,36716,3409932
146,146,20200225,대구,493,4,0,36716,2433568
147,147,20200225,인천,2,0,1,36716,2952689
148,148,20200225,광주,9,0,2,36716,1455705
149,149,20200225,대전,3,0,0,36716,1471858
150,150,20200225,울산,2,0,0,36716,1144563
151,151,20200225,세종,1,0,0,36716,344792
152,152,20200225,경기,40,0,9,36716,13288975
153,153,20200225,강원,6,0,0,36716,1538577
154,154,20200225,충북,3,0,0,36716,1597639
155,155,20200225,충남,1,0,0,36716,2119749
156,156,20200225,전북,3,0,1,36716,1812936
157,157,20200225,전남,1,0,1,36716,1859290
158,158,20200225,경북,234,6,0,36716,2653418
159,159,20200225,경남,21,0,0,36716,3355341
160,160,20200225,제주,2,0,0,36716,670508
162,162,20200226,서울,45,0,8,53438,9733655
163,163,20200226,부산,48,0,0,53438,3409932
164,164,20200226,대구,677,5,1,53438,2433568
165,165,20200226,인천,3,0,1,53438,2952689
166,166,20200226,광주,9,0,2,53438,1455705
167,167,20200226,대전,3,0,0,53438,1471858
168,168,20200226,울산,3,0,0,53438,1144563
169,169,20200226,세종,1,0,0,53438,344792
170,170,20200226,경기,43,1,9,53438,13288975
171,171,20200226,강원,6,0,0,53438,1538577
172,172,20200226,충북,5,0,0,53438,1597639
173,173,20200226,충남,2,0,0,53438,2119749
174,174,20200226,전북,3,0,1,53438,1812936
175,175,20200226,전남,1,0,1,53438,1859290
176,176,20200226,경북,270,6,1,53438,2653418
177,177,20200226,경남,25,0,0,53438,3355341
178,178,20200226,제주,2,0,0,53438,670508
180,180,20200227,서울,55,0,9,66481,9733655
181,181,20200227,부산,56,0,0,66481,3409932
182,182,20200227,대구,1017,6,1,66481,2433568
183,183,20200227,인천,3,0,1,66481,2952689
184,184,20200227,광주,9,0,2,66481,1455705
185,185,20200227,대전,8,0,0,66481,1471858
186,186,20200227,울산,6,0,0,66481,1144563
187,187,20200227,세종,1,0,0,66481,344792
188,188,20200227,경기,55,1,9,66481,13288975
189,189,20200227,강원,6,0,0,66481,1538577
190,190,20200227,충북,7,0,0,66481,1597639
191,191,20200227,충남,7,0,0,66481,2119749
192,192,20200227,전북,3,0,1,66481,1812936
193,193,20200227,전남,1,0,1,66481,1859290
194,194,20200227,경북,323,6,2,66481,2653418
195,195,20200227,경남,36,0,0,66481,3355341
196,196,20200227,제주,2,0,0,66481,670508
198,198,20200228,서울,62,0,9,80852,9733655
199,199,20200228,부산,61,0,0,80852,3409932
200,200,20200228,대구,1313,6,2,80852,2433568
201,201,20200228,인천,4,0,1,80852,2952689
202,202,20200228,광주,9,0,2,80852,1455705
203,203,20200228,대전,12,0,0,80852,1471858
204,204,20200228,울산,11,0,0,80852,1144563
205,205,20200228,세종,1,0,0,80852,344792
206,206,20200228,경기,66,1,9,80852,13288975
207,207,20200228,강원,6,0,0,80852,1538577
208,208,20200228,충북,10,0,0,80852,1597639
209,209,20200228,충남,16,0,0,80852,2119749
210,210,20200228,전북,5,0,1,80852,1812936
211,211,20200228,전남,1,0,1,80852,1859290
212,212,20200228,경북,397,6,2,80852,2653418
213,213,20200228,경남,46,0,0,80852,3355341
214,214,20200228,제주,2,0,0,80852,670508
216,216,20200229,서울,74,0,11,93836,9733655
217,217,20200229,부산,75,0,0,93836,3409932
218,218,20200229,대구,2055,10,2,93836,2433568
219,219,20200229,인천,6,0,1,93836,2952689
220,220,20200229,광주,9,0,2,93836,1455705
221,221,20200229,대전,13,0,0,93836,1471858
222,222,20200229,울산,17,0,0,93836,1144563
223,223,20200229,세종,1,0,0,93836,344792
224,224,20200229,경기,76,1,9,93836,13288975
225,225,20200229,강원,7,0,0,93836,1538577
226,226,20200229,충북,10,0,0,93836,1597639
227,227,20200229,충남,48,0,0,93836,2119749
228,228,20200229,전북,5,0,1,93836,1812936
229,229,20200229,전남,2,0,1,93836,1859290
230,230,20200229,경북,472,6,2,93836,2653418
231,231,20200229,경남,59,0,0,93836,3355341
232,232,20200229,제주,2,0,0,93836,670508
234,234,20200301,서울,82,0,13,98711,9733655
235,235,20200301,부산,79,0,0,98711,3409932
236,236,20200301,대구,2567,11,4,98711,2433568
237,237,20200301,인천,6,0,1,98711,2952689
238,238,20200301,광주,9,0,2,98711,1455705
239,239,20200301,대전,13,0,0,98711,1471858
240,240,20200301,울산,17,0,0,98711,1144563
241,241,20200301,세종,1,0,0,98711,344792
242,242,20200301,경기,84,1,8,98711,13288975
243,243,20200301,강원,7,0,0,98711,1538577
244,244,20200301,충북,11,0,0,98711,1597639
245,245,20200301,충남,60,0,0,98711,2119749
246,246,20200301,전북,5,0,1,98711,1812936
247,247,20200301,전남,3,0,1,98711,1859290
248,248,20200301,경북,520,6,0,98711,2653418
249,249,20200301,경남,60,0,0,98711,3355341
250,250,20200301,제주,2,0,0,98711,670508
252,252,20200302,서울,91,0,13,109591,9733655
253,253,20200302,부산,85,0,0,109591,3409932
254,254,20200302,대구,3084,15,4,109591,2433568
255,255,20200302,인천,7,0,1,109591,2952689
256,256,20200302,광주,9,0,2,109591,1455705
257,257,20200302,대전,14,0,1,109591,1471858
258,258,20200302,울산,20,0,0,109591,1144563
259,259,20200302,세종,1,0,0,109591,344792
260,260,20200302,경기,92,1,8,109591,13288975
261,261,20200302,강원,19,0,0,109591,1538577
262,262,20200302,충북,11,0,0,109591,1597639
263,263,20200302,충남,77,0,0,109591,2119749
264,264,20200302,전북,6,0,1,109591,1812936
265,265,20200302,전남,4,0,1,109591,1859290
266,266,20200302,경북,628,6,0,109591,2653418
267,267,20200302,경남,62,0,0,109591,3355341
268,268,20200302,제주,2,0,0,109591,670508
270,270,20200303,서울,98,0,13,125851,9733655
271,271,20200303,부산,87,0,1,125851,3409932
272,272,20200303,대구,3604,21,6,125851,2433568
273,273,20200303,인천,7,0,1,125851,2952689
274,274,20200303,광주,11,0,2,125851,1455705
275,275,20200303,대전,14,0,1,125851,1471858
276,276,20200303,울산,20,0,0,125851,1144563
277,277,20200303,세종,1,0,0,125851,344792
278,278,20200303,경기,94,1,8,125851,13288975
279,279,20200303,강원,20,0,0,125851,1538577
280,280,20200303,충북,11,0,0,125851,1597639
281,281,20200303,충남,81,0,0,125851,2119749
282,282,20200303,전북,7,0,1,125851,1812936
283,283,20200303,전남,4,0,1,125851,1859290
284,284,20200303,경북,687,6,0,125851,2653418
285,285,20200303,경남,63,0,0,125851,3355341
286,286,20200303,제주,3,0,0,125851,670508
288,288,20200304,서울,98,0,13,136707,9733655
289,289,20200304,부산,90,0,1,136707,3409932
290,290,20200304,대구,4002,25,6,136707,2433568
291,291,20200304,인천,8,0,1,136707,2952689
292,292,20200304,광주,13,0,2,136707,1455705
293,293,20200304,대전,15,0,0,136707,1471858
294,294,20200304,울산,23,0,0,136707,1144563
295,295,20200304,세종,1,0,0,136707,344792
296,296,20200304,경기,103,1,8,136707,13288975
297,297,20200304,강원,21,0,0,136707,1538577
298,298,20200304,충북,11,0,0,136707,1597639
299,299,20200304,충남,82,0,0,136707,2119749
300,300,20200304,전북,7,0,1,136707,1812936
301,301,20200304,전남,4,0,0,136707,1859290
302,302,20200304,경북,782,6,0,136707,2653418
303,303,20200304,경남,65,0,3,136707,3355341
304,304,20200304,제주,3,0,0,136707,670508
306,306,20200305,서울,103,0,25,146541,9733655
307,307,20200305,부산,90,0,2,146541,3409932
308,308,20200305,대구,4328,28,14,146541,2433568
309,309,20200305,인천,9,0,2,146541,2952689
310,310,20200305,광주,13,0,3,146541,1455705
311,311,20200305,대전,16,0,0,146541,1471858
312,312,20200305,울산,23,0,0,146541,1144563
313,313,20200305,세종,1,0,0,146541,344792
314,314,20200305,경기,110,1,10,146541,13288975
315,315,20200305,강원,23,0,3,146541,1538577
316,316,20200305,충북,12,0,1,146541,1597639
317,317,20200305,충남,86,0,0,146541,2119749
318,318,20200305,전북,7,0,2,146541,1812936
319,319,20200305,전남,4,0,0,146541,1859290
320,320,20200305,경북,863,6,23,146541,2653418
321,321,20200305,경남,74,0,3,146541,3355341
322,322,20200305,제주,4,0,0,146541,670508
324,324,20200306,서울,105,0,25,164740,9733655
325,325,20200306,부산,93,0,2,164740,3409932
326,326,20200306,대구,4695,31,15,164740,2433568
327,327,20200306,인천,9,0,2,164740,2952689
328,328,20200306,광주,13,0,3,164740,1455705
329,329,20200306,대전,18,0,0,164740,1471858
330,330,20200306,울산,23,0,1,164740,1144563
331,331,20200306,세종,1,0,0,164740,344792
332,332,20200306,경기,120,1,14,164740,13288975
333,333,20200306,강원,25,0,3,164740,1538577
334,334,20200306,충북,15,0,1,164740,1597639
335,335,20200306,충남,90,0,0,164740,2119749
336,336,20200306,전북,7,0,2,164740,1812936
337,337,20200306,전남,4,0,0,164740,1859290
338,338,20200306,경북,985,10,36,164740,2653418
339,339,20200306,경남,77,0,4,164740,3355341
340,340,20200306,제주,4,0,0,164740,670508
342,342,20200307,서울,108,0,27,178189,9733655
343,343,20200307,부산,94,0,2,178189,3409932
344,344,20200307,대구,5085,32,18,178189,2433568
345,345,20200307,인천,9,0,2,178189,2952689
346,346,20200307,광주,13,0,3,178189,1455705
347,347,20200307,대전,18,0,0,178189,1471858
348,348,20200307,울산,23,0,1,178189,1144563
349,349,20200307,세종,2,0,0,178189,344792
350,350,20200307,경기,130,1,14,178189,13288975
351,351,20200307,강원,26,1,3,178189,1538577
352,352,20200307,충북,20,0,1,178189,1597639
353,353,20200307,충남,92,0,0,178189,2119749
354,354,20200307,전북,7,0,2,178189,1812936
355,355,20200307,전남,4,0,0,178189,1859290
356,356,20200307,경북,1050,10,41,178189,2653418
357,357,20200307,경남,82,0,4,178189,3355341
358,358,20200307,제주,4,0,0,178189,670508
360,360,20200308,서울,120,0,28,188518,9733655
361,361,20200308,부산,95,0,9,188518,3409932
362,362,20200308,대구,5382,36,18,188518,2433568
363,363,20200308,인천,9,0,2,188518,2952689
364,364,20200308,광주,13,0,3,188518,1455705
365,365,20200308,대전,18,0,1,188518,1471858
366,366,20200308,울산,24,0,1,188518,1144563
367,367,20200308,세종,3,0,0,188518,344792
368,368,20200308,경기,141,1,16,188518,13288975
369,369,20200308,강원,27,1,3,188518,1538577
370,370,20200308,충북,24,0,1,188518,1597639
371,371,20200308,충남,98,0,0,188518,2119749
372,372,20200308,전북,7,0,2,188518,1812936
373,373,20200308,전남,4,0,0,188518,1859290
374,374,20200308,경북,1082,12,42,188518,2653418
375,375,20200308,경남,83,0,4,188518,3355341
376,376,20200308,제주,4,0,0,188518,670508
378,378,20200309,서울,130,0,29,196618,9733655
379,379,20200309,부산,95,0,10,196618,3409932
380,380,20200309,대구,5572,35,21,196618,2433568
381,381,20200309,인천,9,0,2,196618,2952689
382,382,20200309,광주,15,0,3,196618,1455705
383,383,20200309,대전,18,0,1,196618,1471858
384,384,20200309,울산,24,0,1,196618,1144563
385,385,20200309,세종,6,0,0,196618,344792
386,386,20200309,경기,153,1,22,196618,13288975
387,387,20200309,강원,28,1,3,196618,1538577
388,388,20200309,충북,25,0,3,196618,1597639
389,389,20200309,충남,102,0,1,196618,2119749
390,390,20200309,전북,7,0,2,196618,1812936
391,391,20200309,전남,4,0,1,196618,1859290
392,392,20200309,경북,1107,14,57,196618,2653418
393,393,20200309,경남,83,0,9,196618,3355341
394,394,20200309,제주,4,0,1,196618,670508
396,396,20200310,서울,141,0,31,210144,9733655
397,397,20200310,부산,95,0,10,210144,3409932
398,398,20200310,대구,5664,38,92,210144,2433568
399,399,20200310,인천,13,0,3,210144,2952689
400,400,20200310,광주,15,0,3,210144,1455705
401,401,20200310,대전,18,0,1,210144,1471858
402,402,20200310,울산,24,0,1,210144,1144563
403,403,20200310,세종,8,0,0,210144,344792
404,404,20200310,경기,163,1,22,210144,13288975
405,405,20200310,강원,28,1,6,210144,1538577
406,406,20200310,충북,25,0,3,210144,1597639
407,407,20200310,충남,104,0,1,210144,2119749
408,408,20200310,전북,7,0,2,210144,1812936
409,409,20200310,전남,4,0,1,210144,1859290
410,410,20200310,경북,1117,14,60,210144,2653418
411,411,20200310,경남,83,0,10,210144,3355341
412,412,20200310,제주,4,0,1,210144,670508
414,414,20200311,서울,194,0,37,222395,9733655
415,415,20200311,부산,97,0,21,222395,3409932
416,416,20200311,대구,5795,44,102,222395,2433568
417,417,20200311,인천,25,0,3,222395,2952689
418,418,20200311,광주,15,0,3,222395,1455705
419,419,20200311,대전,18,0,2,222395,1471858
420,420,20200311,울산,25,0,2,222395,1144563
421,421,20200311,세종,10,0,0,222395,344792
422,422,20200311,경기,174,1,25,222395,13288975
423,423,20200311,강원,29,1,6,222395,1538577
424,424,20200311,충북,27,0,3,222395,1597639
425,425,20200311,충남,112,0,1,222395,2119749
426,426,20200311,전북,7,0,2,222395,1812936
427,427,20200311,전남,4,0,1,222395,1859290
428,428,20200311,경북,1135,14,69,222395,2653418
429,429,20200311,경남,84,0,10,222395,3355341
430,430,20200311,제주,4,0,1,222395,670508
432,432,20200312,서울,213,0,38,234998,9733655
433,433,20200312,부산,99,0,29,234998,3409932
434,434,20200312,대구,5867,48,114,234998,2433568
435,435,20200312,인천,25,0,4,234998,2952689
436,436,20200312,광주,15,0,4,234998,1455705
437,437,20200312,대전,20,0,2,234998,1471858
438,438,20200312,울산,25,0,3,234998,1144563
439,439,20200312,세종,15,0,0,234998,344792
440,440,20200312,경기,177,1,27,234998,13288975
441,441,20200312,강원,29,1,6,234998,1538577
442,442,20200312,충북,27,0,4,234998,1597639
443,443,20200312,충남,114,0,5,234998,2119749
444,444,20200312,전북,7,0,2,234998,1812936
445,445,20200312,전남,4,0,1,234998,1859290
446,446,20200312,경북,1143,16,83,234998,2653418
447,447,20200312,경남,85,0,10,234998,3355341
448,448,20200312,제주,4,0,1,234998,670508
450,450,20200313,서울,225,0,40,248647,9733655
451,451,20200313,부산,100,0,36,248647,3409932
452,452,20200313,대구,5928,48,251,248647,2433568
453,453,20200313,인천,27,0,4,248647,2952689
454,454,20200313,광주,15,0,4,248647,1455705
455,455,20200313,대전,22,0,4,248647,1471858
456,456,20200313,울산,27,0,3,248647,1144563
457,457,20200313,세종,32,0,0,248647,344792
458,458,20200313,경기,185,2,31,248647,13288975
459,459,20200313,강원,29,1,6,248647,1538577
460,460,20200313,충북,27,0,4,248647,1597639
461,461,20200313,충남,115,0,7,248647,2119749
462,462,20200313,전북,7,0,4,248647,1812936
463,463,20200313,전남,4,0,1,248647,1859290
464,464,20200313,경북,1147,16,103,248647,2653418
465,465,20200313,경남,85,0,11,248647,3355341
466,466,20200313,제주,4,0,1,248647,670508
468,468,20200314,서울,238,0,44,261335,9733655
469,469,20200314,부산,103,0,40,261335,3409932
470,470,20200314,대구,5990,51,401,261335,2433568
471,471,20200314,인천,28,0,4,261335,2952689
472,472,20200314,광주,15,0,4,261335,1455705
473,473,20200314,대전,22,0,4,261335,1471858
474,474,20200314,울산,27,0,5,261335,1144563
475,475,20200314,세종,38,0,0,261335,344792
476,476,20200314,경기,200,3,36,261335,13288975
477,477,20200314,강원,29,1,6,261335,1538577
478,478,20200314,충북,28,0,5,261335,1597639
479,479,20200314,충남,115,0,9,261335,2119749
480,480,20200314,전북,7,0,4,261335,1812936
481,481,20200314,전남,4,0,2,261335,1859290
482,482,20200314,경북,1153,17,138,261335,2653418
483,483,20200314,경남,85,0,11,261335,3355341
484,484,20200314,제주,4,0,1,261335,670508
486,486,20200315,서울,247,0,47,268212,9733655
487,487,20200315,부산,106,1,52,268212,3409932
488,488,20200315,대구,6031,53,468,268212,2433568
489,489,20200315,인천,29,0,4,268212,2952689
490,490,20200315,광주,16,0,4,268212,1455705
491,491,20200315,대전,22,0,4,268212,1471858
492,492,20200315,울산,28,0,6,268212,1144563
493,493,20200315,세종,39,0,0,268212,344792
494,494,20200315,경기,211,3,40,268212,13288975
495,495,20200315,강원,29,1,7,268212,1538577
496,496,20200315,충북,31,0,6,268212,1597639
497,497,20200315,충남,115,0,10,268212,2119749
498,498,20200315,전북,7,0,4,268212,1812936
499,499,20200315,전남,4,0,2,268212,1859290
500,500,20200315,경북,1157,17,163,268212,2653418
501,501,20200315,경남,85,0,16,268212,3355341
502,502,20200315,제주,4,0,1,268212,670508
504,504,20200316,서울,253,0,52,274504,9733655
505,505,20200316,부산,107,1,53,274504,3409932
506,506,20200316,대구,6066,53,734,274504,2433568
507,507,20200316,인천,30,0,4,274504,2952689
508,508,20200316,광주,16,0,4,274504,1455705
509,509,20200316,대전,22,0,4,274504,1471858
510,510,20200316,울산,28,0,7,274504,1144563
511,511,20200316,세종,40,0,0,274504,344792
512,512,20200316,경기,231,3,48,274504,13288975
513,513,20200316,강원,29,1,7,274504,1538577
514,514,20200316,충북,31,0,6,274504,1597639
515,515,20200316,충남,115,0,12,274504,2119749
516,516,20200316,전북,7,0,4,274504,1812936
517,517,20200316,전남,4,0,2,274504,1859290
518,518,20200316,경북,1164,17,178,274504,2653418
519,519,20200316,경남,85,0,20,274504,3355341
520,520,20200316,제주,4,0,2,274504,670508
522,522,20200317,서울,265,0,55,286716,9733655
523,523,20200317,부산,107,1,54,286716,3409932
524,524,20200317,대구,6098,57,947,286716,2433568
525,525,20200317,인천,31,0,5,286716,2952689
526,526,20200317,광주,16,0,6,286716,1455705
527,527,20200317,대전,22,0,4,286716,1471858
528,528,20200317,울산,28,0,8,286716,1144563
529,529,20200317,세종,40,0,0,286716,344792
530,530,20200317,경기,262,3,55,286716,13288975
531,531,20200317,강원,29,1,8,286716,1538577
532,532,20200317,충북,31,0,5,286716,1597639
533,533,20200317,충남,115,0,15,286716,2119749
534,534,20200317,전북,7,0,4,286716,1812936
535,535,20200317,전남,4,0,2,286716,1859290
536,536,20200317,경북,1169,19,209,286716,2653418
537,537,20200317,경남,86,0,22,286716,3355341
538,538,20200317,제주,4,0,2,286716,670508
540,540,20200318,서울,270,0,55,295647,9733655
541,541,20200318,부산,107,1,58,295647,3409932
542,542,20200318,대구,6144,58,1048,295647,2433568
543,543,20200318,인천,32,0,5,295647,2952689
544,544,20200318,광주,17,0,6,295647,1455705
545,545,20200318,대전,22,0,4,295647,1471858
546,546,20200318,울산,30,0,9,295647,1144563
547,547,20200318,세종,41,0,0,295647,344792
548,548,20200318,경기,277,3,59,295647,13288975
549,549,20200318,강원,30,1,8,295647,1538577
550,550,20200318,충북,32,0,5,295647,1597639
551,551,20200318,충남,118,0,16,295647,2119749
552,552,20200318,전북,9,0,5,295647,1812936
553,553,20200318,전남,5,0,2,295647,1859290
554,554,20200318,경북,1178,21,235,295647,2653418
555,555,20200318,경남,86,0,23,295647,3355341
556,556,20200318,제주,4,0,2,295647,670508
558,558,20200319,서울,282,0,58,307024,9733655
559,559,20200319,부산,107,1,58,307024,3409932
560,560,20200319,대구,6241,65,1382,307024,2433568
561,561,20200319,인천,32,0,6,307024,2952689
562,562,20200319,광주,17,0,7,307024,1455705
563,563,20200319,대전,22,0,4,307024,1471858
564,564,20200319,울산,36,0,9,307024,1144563
565,565,20200319,세종,41,0,0,307024,344792
566,566,20200319,경기,295,3,64,307024,13288975
567,567,20200319,강원,30,1,9,307024,1538577
568,568,20200319,충북,33,0,5,307024,1597639
569,569,20200319,충남,118,0,31,307024,2119749
570,570,20200319,전북,10,0,5,307024,1812936
571,571,20200319,전남,5,0,3,307024,1859290
572,572,20200319,경북,1190,21,275,307024,2653418
573,573,20200319,경남,86,0,29,307024,3355341
574,574,20200319,제주,4,0,2,307024,670508
576,576,20200320,서울,299,0,64,316664,9733655
577,577,20200320,부산,108,1,60,316664,3409932
578,578,20200320,대구,6275,67,1577,316664,2433568
579,579,20200320,인천,36,0,7,316664,2952689
580,580,20200320,광주,18,0,10,316664,1455705
581,581,20200320,대전,22,0,5,316664,1471858
582,582,20200320,울산,36,0,11,316664,1144563
583,583,20200320,세종,41,0,0,316664,344792
584,584,20200320,경기,309,3,66,316664,13288975
585,585,20200320,강원,30,1,10,316664,1538577
586,586,20200320,충북,33,0,6,316664,1597639
587,587,20200320,충남,119,0,32,316664,2119749
588,588,20200320,전북,10,0,7,316664,1812936
589,589,20200320,전남,5,0,3,316664,1859290
590,590,20200320,경북,1203,22,340,316664,2653418
591,591,20200320,경남,87,0,33,316664,3355341
592,592,20200320,제주,4,0,2,316664,670508
594,594,20200321,서울,314,0,64,327509,9733655
595,595,20200321,부산,108,1,67,327509,3409932
596,596,20200321,대구,6344,73,1861,327509,2433568
597,597,20200321,인천,40,0,7,327509,2952689
598,598,20200321,광주,18,0,10,327509,1455705
599,599,20200321,대전,22,0,5,327509,1471858
600,600,20200321,울산,36,0,11,327509,1144563
601,601,20200321,세종,41,0,2,327509,344792
602,602,20200321,경기,321,3,79,327509,13288975
603,603,20200321,강원,30,1,12,327509,1538577
604,604,20200321,충북,34,0,8,327509,1597639
605,605,20200321,충남,119,0,39,327509,2119749
606,606,20200321,전북,10,0,7,327509,1812936
607,607,20200321,전남,5,0,3,327509,1859290
608,608,20200321,경북,1243,24,395,327509,2653418
609,609,20200321,경남,87,0,40,327509,3355341
610,610,20200321,제주,4,0,2,327509,670508
612,612,20200322,서울,324,0,64,331780,9733655
613,613,20200322,부산,108,1,69,331780,3409932
614,614,20200322,대구,6387,75,2107,331780,2433568
615,615,20200322,인천,40,0,8,331780,2952689
